policy,link,bandwidth_hz,channel,snr_db,pipe,floor_cap,first_trial,sessions,connected,lines,delivered,lost,drops,stalls,median_s,p90_s,mean_s,reply_median_s,reply_p90_s,follow_up_median_s,follow_up_p90_s,file_bytes,file_median_s,keyed_per_line_s,duty,polls_per_line,turns_per_line,requests_per_line,wall_s
base,,2300,awgn,-12.0,fading,1,0,30,30,457,457,0,0,0,31.9,47.9,31.3,35.1,49.5,10.7,16.1,0,,32.93,0.689,1.298,0.796,0.0,1.3
keepalive5,keepalive_s=5.0,2300,awgn,-12.0,fading,1,0,30,30,457,457,0,0,0,29.1,44.5,29.4,32.5,45.7,10.7,19.2,0,,35.63,0.777,1.713,0.796,0.0,1.4
handover,handover=always,2300,awgn,-12.0,fading,1,0,30,30,457,457,0,0,0,16.1,37.8,19.6,14.6,26.9,34.0,46.3,0,,29.46,0.816,1.258,1.16,0.0,1.2
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,awgn,-12.0,fading,1,0,30,30,457,457,0,0,0,16.1,36.4,19.0,14.5,26.8,32.9,44.1,0,,30.68,0.864,1.438,1.16,0.0,1.6
request,chat=True,2300,awgn,-12.0,fading,1,0,30,30,457,457,0,0,0,22.8,42.8,25.2,27.9,42.8,10.7,16.1,0,,30.93,0.741,0.648,0.796,0.707,1.7
handover+request,"chat=True,handover=always",2300,awgn,-12.0,fading,1,0,30,30,457,457,0,0,0,16.1,33.2,18.2,14.8,25.6,28.1,42.8,0,,29.11,0.838,1.12,1.16,0.164,1.8
ordinary-handover+request,"chat=True,handover=ordinary",2300,awgn,-12.0,fading,1,0,30,30,457,457,0,0,0,22.8,42.8,25.2,27.9,42.8,10.7,16.1,0,,30.93,0.741,0.648,0.796,0.707,1.5
request+keepalive20,"chat=True,keepalive_s=20.0",2300,awgn,-12.0,fading,1,0,30,30,457,457,0,0,0,22.5,42.8,25.2,27.9,42.8,10.7,16.1,0,,28.49,0.682,0.278,0.796,0.7,1.2
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,awgn,-12.0,fading,1,0,30,30,457,457,0,0,0,16.1,33.2,17.2,12.7,23.4,27.9,42.8,0,,27.56,0.818,0.873,1.16,0.177,1.2
base,,2300,awgn,-6.0,fading,1,0,30,30,457,457,0,0,0,21.3,28.4,19.6,22.9,29.3,5.4,9.6,0,,21.31,0.591,1.298,0.796,0.0,1.0
keepalive5,keepalive_s=5.0,2300,awgn,-6.0,fading,1,0,30,30,457,457,0,0,0,18.5,25.7,17.6,20.0,26.4,5.9,11.5,0,,24.02,0.703,1.713,0.796,0.0,1.1
handover,handover=always,2300,awgn,-6.0,fading,1,0,30,30,457,457,0,0,0,8.9,22.8,11.2,7.5,12.0,21.9,29.3,0,,21.13,0.763,1.258,1.16,0.0,0.9
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,awgn,-6.0,fading,1,0,30,30,457,457,0,0,0,8.6,20.5,10.6,7.2,12.3,19.0,25.9,0,,22.33,0.824,1.438,1.16,0.0,1.0
request,chat=True,2300,awgn,-6.0,fading,1,0,30,30,457,457,0,0,0,12.3,18.9,13.5,15.3,19.5,5.4,9.6,0,,19.31,0.643,0.648,0.796,0.707,0.9
handover+request,"chat=True,handover=always",2300,awgn,-6.0,fading,1,0,30,30,457,457,0,0,0,8.8,17.1,9.8,7.5,11.8,16.8,20.7,0,,20.72,0.788,1.12,1.16,0.164,0.9
ordinary-handover+request,"chat=True,handover=ordinary",2300,awgn,-6.0,fading,1,0,30,30,457,457,0,0,0,12.3,18.9,13.5,15.3,19.5,5.4,9.6,0,,19.31,0.643,0.648,0.796,0.707,1.0
request+keepalive20,"chat=True,keepalive_s=20.0",2300,awgn,-6.0,fading,1,0,30,30,457,457,0,0,0,11.8,19.0,13.5,14.6,19.4,5.4,8.3,0,,16.86,0.562,0.278,0.796,0.7,0.8
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,awgn,-6.0,fading,1,0,30,30,457,457,0,0,0,5.8,17.1,8.8,5.4,11.7,15.9,19.9,0,,19.2,0.759,0.873,1.16,0.177,1.0
base,,2300,awgn,0.0,fading,1,0,30,30,457,457,0,0,0,7.6,12.9,7.6,8.5,13.4,2.1,3.2,0,,4.91,0.204,1.748,0.796,0.0,1.0
keepalive5,keepalive_s=5.0,2300,awgn,0.0,fading,1,0,30,30,457,457,0,0,0,5.6,9.0,5.8,6.2,9.0,2.1,3.3,0,,6.02,0.27,2.921,0.796,0.0,1.2
handover,handover=always,2300,awgn,0.0,fading,1,0,30,30,457,457,0,0,0,3.0,9.7,3.9,2.1,3.8,8.7,12.5,0,,5.33,0.261,2.022,1.16,0.0,1.0
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,awgn,0.0,fading,1,0,30,30,457,457,0,0,0,3.1,7.3,3.6,2.1,4.0,5.9,8.9,0,,6.56,0.327,3.061,1.16,0.0,1.2
request,chat=True,2300,awgn,0.0,fading,1,0,30,30,457,457,0,0,0,3.0,4.4,3.3,3.0,4.5,2.1,3.2,0,,4.54,0.229,1.037,0.796,0.748,0.9
handover+request,"chat=True,handover=always",2300,awgn,0.0,fading,1,0,30,30,457,457,0,0,0,2.1,4.1,2.7,2.1,3.4,3.0,4.8,0,,5.26,0.273,1.827,1.16,0.217,1.0
ordinary-handover+request,"chat=True,handover=ordinary",2300,awgn,0.0,fading,1,0,30,30,457,457,0,0,0,2.1,4.1,2.9,2.1,3.8,3.0,5.2,0,,5.45,0.28,1.81,1.151,0.228,1.0
request+keepalive20,"chat=True,keepalive_s=20.0",2300,awgn,0.0,fading,1,0,30,30,457,457,0,0,0,3.0,4.1,3.3,3.0,4.1,2.1,3.2,0,,3.92,0.198,0.359,0.796,0.777,0.8
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,awgn,0.0,fading,1,0,30,30,457,457,0,0,0,2.1,4.1,2.7,2.1,3.2,3.0,4.1,0,,4.65,0.242,1.208,1.16,0.221,1.0
base,,2300,awgn,6.0,fading,1,0,30,30,457,457,0,0,0,6.8,12.0,6.6,7.8,12.4,1.1,1.2,0,,3.77,0.163,1.761,0.796,0.0,1.5
keepalive5,keepalive_s=5.0,2300,awgn,6.0,fading,1,0,30,30,457,457,0,0,0,4.6,7.9,4.7,5.5,8.0,1.1,1.7,0,,4.8,0.226,2.954,0.796,0.0,2.2
handover,handover=always,2300,awgn,6.0,fading,1,0,30,30,457,457,0,0,0,1.1,8.5,2.7,1.1,2.1,8.1,12.1,0,,3.97,0.206,2.039,1.16,0.0,1.8
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,awgn,6.0,fading,1,0,30,30,457,457,0,0,0,1.1,5.9,2.3,1.1,2.1,5.4,8.0,0,,4.91,0.261,3.127,1.16,0.0,1.9
request,chat=True,2300,awgn,6.0,fading,1,0,30,30,457,457,0,0,0,2.0,3.4,2.3,2.5,3.5,1.1,1.2,0,,3.45,0.183,1.044,0.796,0.748,1.2
handover+request,"chat=True,handover=always",2300,awgn,6.0,fading,1,0,30,30,457,457,0,0,0,1.1,3.0,1.6,1.1,2.1,2.0,4.1,0,,3.88,0.214,1.838,1.16,0.219,1.2
ordinary-handover+request,"chat=True,handover=ordinary",2300,awgn,6.0,fading,1,0,30,30,457,457,0,0,0,1.1,3.0,1.6,1.1,2.1,2.0,4.1,0,,3.88,0.214,1.838,1.16,0.219,1.1
request+keepalive20,"chat=True,keepalive_s=20.0",2300,awgn,6.0,fading,1,0,30,30,457,457,0,0,0,2.0,3.0,2.3,2.1,3.0,1.1,1.1,0,,2.87,0.153,0.359,0.796,0.775,0.8
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,awgn,6.0,fading,1,0,30,30,457,457,0,0,0,1.1,3.0,1.5,1.1,2.1,2.0,3.1,0,,3.33,0.185,1.212,1.16,0.219,1.0
base,,2300,awgn,12.0,fading,1,0,30,30,457,457,0,0,0,6.3,11.5,6.2,7.2,11.8,1.1,1.1,0,,3.34,0.147,1.761,0.796,0.0,0.9
keepalive5,keepalive_s=5.0,2300,awgn,12.0,fading,1,0,30,30,457,457,0,0,0,4.3,7.4,4.3,5.0,7.6,1.1,1.5,0,,4.38,0.21,2.954,0.796,0.0,1.2
handover,handover=always,2300,awgn,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,8.0,2.5,1.1,1.7,7.2,11.1,0,,3.74,0.196,2.039,1.16,0.0,1.0
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,awgn,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,5.7,2.0,1.1,1.7,5.1,7.2,0,,4.69,0.252,3.127,1.16,0.0,1.3
request,chat=True,2300,awgn,12.0,fading,1,0,30,30,457,457,0,0,0,2.0,2.5,1.9,2.0,2.5,1.1,1.1,0,,3.03,0.164,1.044,0.796,0.748,0.8
handover+request,"chat=True,handover=always",2300,awgn,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,2.0,1.4,1.1,1.7,2.0,2.7,0,,3.65,0.204,1.838,1.16,0.219,1.0
ordinary-handover+request,"chat=True,handover=ordinary",2300,awgn,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,2.0,1.4,1.1,1.7,2.0,2.7,0,,3.65,0.204,1.838,1.16,0.219,1.1
request+keepalive20,"chat=True,keepalive_s=20.0",2300,awgn,12.0,fading,1,0,30,30,457,457,0,0,0,2.0,2.0,1.9,2.0,2.0,1.1,1.1,0,,2.45,0.133,0.359,0.796,0.775,0.7
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,awgn,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,2.0,1.3,1.1,1.1,2.0,2.0,0,,3.11,0.175,1.212,1.16,0.219,1.0
base,,2300,good,-12.0,fading,1,0,30,30,457,455,2,1,0,40.9,65.0,42.3,43.6,67.0,26.0,45.9,0,,43.9,0.746,1.755,0.886,0.0,9.5
keepalive5,keepalive_s=5.0,2300,good,-12.0,fading,1,0,30,30,457,457,0,0,0,39.1,63.6,40.8,41.6,65.0,25.7,47.5,0,,46.43,0.81,2.162,0.923,0.0,9.8
handover,handover=always,2300,good,-12.0,fading,1,0,30,30,457,420,37,5,0,31.0,55.3,33.5,28.8,50.9,42.5,62.6,0,,40.8,0.872,1.37,1.26,0.0,8.2
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,good,-12.0,fading,1,0,30,30,457,445,12,2,0,31.2,57.5,34.0,28.4,54.2,37.9,65.7,0,,44.3,0.895,1.681,1.365,0.0,8.2
request,chat=True,2300,good,-12.0,fading,1,0,30,30,457,450,7,1,0,33.2,55.1,36.1,34.2,55.6,25.8,45.7,0,,40.97,0.788,1.0,0.869,0.624,8.0
handover+request,"chat=True,handover=always",2300,good,-12.0,fading,1,0,30,30,457,423,34,4,0,28.3,52.7,31.9,27.4,49.8,34.8,61.5,0,,40.17,0.885,1.365,1.291,0.136,7.3
ordinary-handover+request,"chat=True,handover=ordinary",2300,good,-12.0,fading,1,0,30,30,457,450,7,1,0,33.2,55.1,36.1,34.2,55.6,25.8,45.7,0,,40.97,0.788,1.0,0.869,0.624,7.9
request+keepalive20,"chat=True,keepalive_s=20.0",2300,good,-12.0,fading,1,0,30,30,457,454,3,2,0,33.2,57.3,35.8,34.8,59.0,21.5,47.8,0,,38.48,0.733,0.554,0.917,0.652,7.7
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,good,-12.0,fading,1,0,30,30,457,401,56,9,0,27.5,52.6,31.3,26.8,47.4,35.7,67.3,0,,38.28,0.878,1.131,1.263,0.131,7.0
base,,2300,good,-6.0,fading,1,0,30,30,457,447,10,1,0,24.5,38.7,24.5,26.4,39.5,6.8,17.9,0,,25.51,0.636,1.372,0.79,0.0,5.8
keepalive5,keepalive_s=5.0,2300,good,-6.0,fading,1,0,30,30,457,456,1,1,0,21.4,33.9,21.9,23.0,36.3,10.6,20.8,0,,27.95,0.727,1.867,0.81,0.0,6.2
handover,handover=always,2300,good,-6.0,fading,1,0,30,30,457,457,0,0,0,11.7,28.0,15.2,10.7,22.5,25.2,36.1,0,,25.02,0.789,1.322,1.206,0.0,5.1
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,good,-6.0,fading,1,0,30,30,457,439,18,1,0,12.6,26.9,14.9,10.8,22.0,22.7,36.4,0,,25.49,0.841,1.449,1.138,0.0,5.6
request,chat=True,2300,good,-6.0,fading,1,0,30,30,457,429,28,2,0,17.1,28.2,18.2,17.2,30.8,5.9,15.8,0,,22.4,0.685,0.694,0.775,0.667,5.4
handover+request,"chat=True,handover=always",2300,good,-6.0,fading,1,0,30,30,457,457,0,0,0,11.6,24.6,13.5,10.7,20.2,20.6,33.3,0,,24.26,0.808,1.166,1.19,0.151,5.4
ordinary-handover+request,"chat=True,handover=ordinary",2300,good,-6.0,fading,1,0,30,30,457,457,0,0,0,17.1,28.2,18.0,17.2,30.9,5.9,16.1,0,,23.9,0.692,0.689,0.915,0.685,4.9
request+keepalive20,"chat=True,keepalive_s=20.0",2300,good,-6.0,fading,1,0,30,30,457,447,10,1,0,17.1,29.5,18.4,17.2,32.6,7.4,16.1,0,,21.12,0.617,0.313,0.794,0.683,4.4
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,good,-6.0,fading,1,0,30,30,457,457,0,0,0,11.3,21.4,12.9,10.7,19.7,18.6,27.9,0,,23.36,0.794,0.908,1.212,0.171,4.4
base,,2300,good,0.0,fading,1,0,30,30,457,457,0,0,0,12.1,24.7,13.3,13.6,25.7,5.4,9.6,0,,11.88,0.398,1.742,0.816,0.0,4.6
keepalive5,keepalive_s=5.0,2300,good,0.0,fading,1,0,30,30,457,457,0,0,0,9.6,22.3,11.6,11.7,23.0,5.4,9.2,0,,14.08,0.5,2.635,0.825,0.0,5.1
handover,handover=always,2300,good,0.0,fading,1,0,30,30,457,457,0,0,0,6.3,16.8,8.3,5.4,11.6,16.3,24.5,0,,13.91,0.561,1.755,1.21,0.0,4.4
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,good,0.0,fading,1,0,30,30,457,445,12,1,0,6.1,15.7,7.8,5.4,11.6,13.7,23.7,0,,14.75,0.623,2.276,1.158,0.0,4.4
request,chat=True,2300,good,0.0,fading,1,0,30,30,457,457,0,0,0,7.2,17.2,9.3,9.1,18.5,4.7,8.4,0,,11.92,0.462,1.042,0.814,0.707,4.1
handover+request,"chat=True,handover=always",2300,good,0.0,fading,1,0,30,30,457,457,0,0,0,5.4,13.3,7.1,5.4,10.7,11.8,20.7,0,,13.7,0.581,1.567,1.228,0.201,4.2
ordinary-handover+request,"chat=True,handover=ordinary",2300,good,0.0,fading,1,0,30,30,457,457,0,0,0,6.1,17.1,8.7,6.0,17.1,6.8,15.8,0,,13.81,0.548,1.354,1.059,0.361,4.4
request+keepalive20,"chat=True,keepalive_s=20.0",2300,good,0.0,fading,1,0,30,30,457,457,0,0,0,8.3,17.2,9.5,9.6,17.9,4.2,8.0,0,,10.88,0.418,0.418,0.814,0.729,3.8
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,good,0.0,fading,1,0,30,30,457,457,0,0,0,5.4,13.6,7.0,5.4,10.7,11.8,18.5,0,,12.97,0.552,1.127,1.197,0.188,4.3
base,,2300,good,6.0,fading,1,0,30,30,457,457,0,0,0,7.2,12.8,7.2,8.4,13.0,1.1,3.1,0,,4.31,0.182,1.77,0.801,0.0,5.0
keepalive5,keepalive_s=5.0,2300,good,6.0,fading,1,0,30,30,457,457,0,0,0,5.3,8.7,5.4,6.0,8.9,2.1,3.4,0,,5.4,0.246,2.982,0.796,0.0,5.5
handover,handover=always,2300,good,6.0,fading,1,0,30,30,457,457,0,0,0,2.1,9.1,3.5,1.8,4.2,8.6,12.6,0,,4.62,0.231,2.046,1.16,0.0,4.7
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,good,6.0,fading,1,0,30,30,457,457,0,0,0,2.1,6.9,3.0,1.6,4.2,6.1,8.7,0,,5.6,0.287,3.138,1.16,0.0,6.5
request,chat=True,2300,good,6.0,fading,1,0,30,30,457,457,0,0,0,3.0,4.5,2.9,3.0,4.6,1.1,3.1,0,,3.91,0.201,1.053,0.796,0.753,5.2
handover+request,"chat=True,handover=always",2300,good,6.0,fading,1,0,30,30,457,457,0,0,0,2.1,4.1,2.3,1.8,3.4,3.0,5.7,0,,4.53,0.241,1.842,1.16,0.219,5.8
ordinary-handover+request,"chat=True,handover=ordinary",2300,good,6.0,fading,1,0,30,30,457,457,0,0,0,2.1,4.1,2.3,1.9,3.4,3.0,5.7,0,,4.52,0.24,1.842,1.16,0.221,6.0
request+keepalive20,"chat=True,keepalive_s=20.0",2300,good,6.0,fading,1,0,30,30,457,457,0,0,0,3.0,4.1,2.8,3.0,4.1,1.1,3.1,0,,3.3,0.171,0.361,0.801,0.775,4.7
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,good,6.0,fading,1,0,30,30,457,457,0,0,0,2.1,4.1,2.3,1.6,3.2,3.0,4.2,0,,3.97,0.211,1.219,1.162,0.219,5.2
base,,2300,good,12.0,fading,1,0,30,30,457,457,0,0,0,6.6,11.8,6.5,7.4,11.9,1.1,3.1,0,,3.58,0.156,1.764,0.801,0.0,6.6
keepalive5,keepalive_s=5.0,2300,good,12.0,fading,1,0,30,30,457,457,0,0,0,4.5,7.6,4.5,5.2,7.7,1.1,3.1,0,,4.58,0.217,2.956,0.796,0.0,7.4
handover,handover=always,2300,good,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,8.0,2.9,1.1,3.1,7.2,11.9,0,,4.0,0.206,2.042,1.16,0.0,6.4
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,good,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,5.8,2.4,1.1,3.1,5.4,7.7,0,,4.98,0.263,3.127,1.16,0.0,7.2
request,chat=True,2300,good,12.0,fading,1,0,30,30,457,457,0,0,0,2.0,3.4,2.2,2.0,3.5,1.1,3.1,0,,3.22,0.172,1.044,0.796,0.748,5.8
handover+request,"chat=True,handover=always",2300,good,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,3.1,1.8,1.1,3.1,2.0,3.6,0,,3.96,0.216,1.84,1.16,0.219,6.2
ordinary-handover+request,"chat=True,handover=ordinary",2300,good,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,3.1,1.8,1.1,3.1,2.0,3.6,0,,3.96,0.216,1.84,1.16,0.219,5.2
request+keepalive20,"chat=True,keepalive_s=20.0",2300,good,12.0,fading,1,0,30,30,457,457,0,0,0,2.0,3.1,2.1,2.0,3.0,1.1,3.1,0,,2.64,0.142,0.359,0.796,0.775,4.3
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,good,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,3.1,1.7,1.1,3.1,2.0,3.0,0,,3.4,0.187,1.212,1.16,0.219,4.5
base,,2300,moderate,-12.0,fading,1,0,30,30,457,457,0,0,0,34.3,53.1,35.0,36.6,54.9,19.5,36.4,0,,36.51,0.709,1.341,0.805,0.0,9.7
keepalive5,keepalive_s=5.0,2300,moderate,-12.0,fading,1,0,30,30,457,457,0,0,0,32.4,50.1,33.3,33.7,51.7,20.3,41.2,0,,39.32,0.79,1.748,0.81,0.0,10.3
handover,handover=always,2300,moderate,-12.0,fading,1,0,30,30,457,457,0,0,0,24.1,42.9,25.5,21.5,40.4,35.5,49.8,0,,35.36,0.841,1.26,1.177,0.0,8.9
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,moderate,-12.0,fading,1,0,30,30,457,457,0,0,0,24.5,41.8,25.9,22.1,38.3,33.8,51.5,0,,37.4,0.881,1.47,1.182,0.0,8.5
request,chat=True,2300,moderate,-12.0,fading,1,0,30,30,457,457,0,0,0,27.9,42.9,28.7,28.7,43.9,16.3,36.4,0,,34.22,0.756,0.7,0.807,0.696,7.9
handover+request,"chat=True,handover=always",2300,moderate,-12.0,fading,1,0,30,30,457,457,0,0,0,22.5,40.8,24.3,21.3,37.5,31.3,46.2,0,,35.09,0.859,1.155,1.188,0.162,7.8
ordinary-handover+request,"chat=True,handover=ordinary",2300,moderate,-12.0,fading,1,0,30,30,457,457,0,0,0,27.9,42.9,28.7,28.7,43.9,16.3,36.4,0,,34.22,0.756,0.7,0.807,0.696,8.2
request+keepalive20,"chat=True,keepalive_s=20.0",2300,moderate,-12.0,fading,1,0,30,30,457,457,0,0,0,27.9,42.9,28.1,27.9,44.2,16.1,38.0,0,,31.33,0.701,0.295,0.807,0.7,7.5
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,moderate,-12.0,fading,1,0,30,30,457,452,5,1,0,21.5,38.5,23.8,21.4,36.4,28.1,45.2,0,,33.79,0.845,0.921,1.179,0.173,7.9
base,,2300,moderate,-6.0,fading,1,0,30,30,457,457,0,0,0,22.0,29.8,20.7,23.6,31.0,5.4,14.9,0,,22.43,0.602,1.298,0.796,0.0,6.4
keepalive5,keepalive_s=5.0,2300,moderate,-6.0,fading,1,0,30,30,457,457,0,0,0,19.2,27.4,18.9,20.5,27.9,9.1,17.1,0,,25.23,0.712,1.713,0.796,0.0,7.0
handover,handover=always,2300,moderate,-6.0,fading,1,0,30,30,457,457,0,0,0,10.7,25.5,13.1,9.4,18.4,24.0,32.7,0,,22.97,0.775,1.256,1.162,0.0,6.0
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,moderate,-6.0,fading,1,0,30,30,457,457,0,0,0,10.7,22.3,12.4,8.9,18.5,21.3,28.3,0,,24.08,0.831,1.438,1.16,0.0,5.9
request,chat=True,2300,moderate,-6.0,fading,1,0,30,30,457,457,0,0,0,14.9,20.8,14.5,17.1,21.4,5.4,14.9,0,,20.25,0.653,0.648,0.796,0.707,5.4
handover+request,"chat=True,handover=always",2300,moderate,-6.0,fading,1,0,30,30,457,457,0,0,0,10.7,20.4,11.6,9.1,16.1,18.1,23.4,0,,22.42,0.798,1.12,1.16,0.164,5.2
ordinary-handover+request,"chat=True,handover=ordinary",2300,moderate,-6.0,fading,1,0,30,30,457,457,0,0,0,14.9,20.8,14.5,17.1,21.4,5.4,14.9,0,,20.25,0.653,0.648,0.796,0.707,5.1
request+keepalive20,"chat=True,keepalive_s=20.0",2300,moderate,-6.0,fading,1,0,30,30,457,457,0,0,0,14.9,22.5,15.2,17.1,22.5,5.4,14.9,0,,18.46,0.583,0.278,0.796,0.7,4.6
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,moderate,-6.0,fading,1,0,30,30,457,457,0,0,0,10.7,17.8,10.7,7.3,14.9,17.1,22.5,0,,20.99,0.772,0.873,1.16,0.177,5.0
base,,2300,moderate,0.0,fading,1,0,30,30,457,457,0,0,0,11.2,22.4,12.5,13.0,24.0,4.2,8.4,0,,10.66,0.368,1.729,0.832,0.0,5.1
keepalive5,keepalive_s=5.0,2300,moderate,0.0,fading,1,0,30,30,457,457,0,0,0,9.2,21.1,10.7,10.5,21.8,4.2,8.0,0,,11.85,0.435,2.799,0.851,0.0,5.5
handover,handover=always,2300,moderate,0.0,fading,1,0,30,30,457,457,0,0,0,5.4,15.5,7.6,5.3,10.9,13.4,23.3,0,,12.61,0.523,1.72,1.256,0.0,4.9
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,moderate,0.0,fading,1,0,30,30,457,457,0,0,0,5.9,14.7,7.4,5.4,10.7,11.8,21.4,0,,14.05,0.588,2.501,1.236,0.0,4.5
request,chat=True,2300,moderate,0.0,fading,1,0,30,30,457,457,0,0,0,6.9,17.1,8.6,8.2,17.2,5.2,6.7,0,,10.64,0.423,1.059,0.849,0.735,3.6
handover+request,"chat=True,handover=always",2300,moderate,0.0,fading,1,0,30,30,457,457,0,0,0,5.4,11.8,6.5,5.4,10.7,10.4,17.2,0,,12.44,0.54,1.58,1.249,0.204,4.0
ordinary-handover+request,"chat=True,handover=ordinary",2300,moderate,0.0,fading,1,0,30,30,457,457,0,0,0,5.4,17.1,7.6,5.4,17.1,7.2,17.1,0,,12.48,0.518,1.488,1.217,0.339,4.8
request+keepalive20,"chat=True,keepalive_s=20.0",2300,moderate,0.0,fading,1,0,30,30,457,457,0,0,0,7.2,17.2,9.2,8.9,17.7,4.2,7.3,0,,10.12,0.394,0.403,0.829,0.757,4.4
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,moderate,0.0,fading,1,0,30,30,457,457,0,0,0,5.4,12.3,6.7,5.4,10.7,9.0,17.1,0,,12.1,0.521,1.123,1.225,0.197,4.4
base,,2300,moderate,6.0,fading,1,0,30,30,457,457,0,0,0,7.2,12.5,7.2,8.3,12.7,1.1,3.2,0,,4.28,0.181,1.772,0.799,0.0,4.0
keepalive5,keepalive_s=5.0,2300,moderate,6.0,fading,1,0,30,30,457,457,0,0,0,5.3,8.5,5.2,6.0,8.8,1.8,3.1,0,,5.28,0.243,2.956,0.796,0.0,4.4
handover,handover=always,2300,moderate,6.0,fading,1,0,30,30,457,457,0,0,0,2.1,9.0,3.3,1.3,3.9,8.1,12.5,0,,4.49,0.226,2.042,1.179,0.0,3.8
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,moderate,6.0,fading,1,0,30,30,457,457,0,0,0,2.1,6.7,2.8,1.3,3.6,6.0,8.3,0,,5.35,0.277,3.14,1.16,0.0,3.4
request,chat=True,2300,moderate,6.0,fading,1,0,30,30,457,457,0,0,0,3.0,4.1,2.8,3.0,4.4,1.1,3.1,0,,3.87,0.2,1.048,0.799,0.751,2.5
handover+request,"chat=True,handover=always",2300,moderate,6.0,fading,1,0,30,30,457,457,0,0,0,2.0,4.1,2.2,1.3,3.2,3.0,4.6,0,,4.39,0.235,1.847,1.164,0.221,2.8
ordinary-handover+request,"chat=True,handover=ordinary",2300,moderate,6.0,fading,1,0,30,30,457,457,0,0,0,2.0,4.1,2.2,1.3,3.2,3.0,4.6,0,,4.39,0.235,1.847,1.164,0.221,2.8
request+keepalive20,"chat=True,keepalive_s=20.0",2300,moderate,6.0,fading,1,0,30,30,457,457,0,0,0,3.0,4.1,2.7,3.0,4.1,1.1,3.1,0,,3.27,0.17,0.361,0.796,0.775,2.0
handover+request+keepalive20,"chat=True,handover=always,keepalive_s=20.0",2300,moderate,6.0,fading,1,0,30,30,457,457,0,0,0,2.0,3.2,2.1,1.1,3.1,3.0,4.1,0,,3.8,0.205,1.219,1.166,0.217,2.4
base,,2300,moderate,12.0,fading,1,0,30,30,457,457,0,0,0,6.5,11.7,6.3,7.3,11.9,1.1,3.1,0,,3.46,0.152,1.761,0.796,0.0,2.8
keepalive5,keepalive_s=5.0,2300,moderate,12.0,fading,1,0,30,30,457,457,0,0,0,4.5,7.5,4.5,5.2,7.7,1.1,3.1,0,,4.52,0.215,2.954,0.796,0.0,3.3
handover,handover=always,2300,moderate,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,8.2,2.8,1.1,3.1,7.2,11.6,0,,3.95,0.204,2.039,1.16,0.0,2.8
handover+keepalive5,"handover=always,keepalive_s=5.0",2300,moderate,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,5.7,2.3,1.1,3.1,5.1,7.2,0,,4.86,0.259,3.127,1.16,0.0,3.3
request,chat=True,2300,moderate,12.0,fading,1,0,30,30,457,457,0,0,0,2.0,3.1,2.1,2.0,3.3,1.1,3.1,0,,3.14,0.169,1.044,0.796,0.748,2.3
handover+request,"chat=True,handover=always",2300,moderate,12.0,fading,1,0,30,30,457,457,0,0,0,1.1,3.1,1.6,1.1,3.1,2.0,3.5,0,,3.84,0.212,1.838,1.16,0.219,2.8
